date,tournament,team,opponent,location,result,score,opp_score,points,xg,city,country,neutral,age,min,crdY,crdR
2019-06-08,UEFA Euro qualification,Greece,Italy,1,L,0,3,0,NA,Athens,Greece,FALSE,26.642857142857142,70.71428571428572,2,0
2019-06-08,UEFA Euro qualification,Italy,Greece,-1,W,3,0,3,NA,Athens,Greece,FALSE,26.571428571428573,70.71428571428571,1,0
2019-06-08,Friendly,Nigeria,Zimbabwe,1,D,0,0,1,NA,Asaba,Nigeria,FALSE,24.88235294117647,58.23529411764706,1,0
2019-06-08,Friendly,Zimbabwe,Nigeria,-1,D,0,0,1,NA,Asaba,Nigeria,FALSE,26.764705882352942,58.23529411764706,0,0
2019-06-08,Friendly,Singapore,Solomon Islands,1,W,4,3,3,NA,Kallang,Singapore,FALSE,27.88235294117647,58.23529411764705,1,0
2019-06-08,Friendly,Solomon Islands,Singapore,-1,L,3,4,0,NA,Kallang,Singapore,FALSE,27.214285714285715,70.71428571428571,4,0
2019-06-09,Friendly,Brazil,Honduras,1,W,7,0,3,NA,Porto Alegre,Brazil,FALSE,27.176470588235293,58.23529411764706,1,0
2019-06-09,Friendly,Honduras,Brazil,-1,L,0,7,0,NA,Porto Alegre,Brazil,FALSE,27.3125,58.0625,2,1
2019-06-09,Friendly,Cameroon,Zambia,1,W,2,1,3,NA,Majadahonda,Cameroon,FALSE,24.46153846153846,76.15384615384616,0,0
2019-06-09,Friendly,Zambia,Cameroon,-1,L,1,2,0,NA,Majadahonda,Cameroon,FALSE,23.133333333333333,66,0,0
2019-06-09,Friendly,Mexico,Ecuador,0,W,3,2,3,NA,Arlington,United States,TRUE,26,58.23529411764706,0,0
2019-06-09,Friendly,Ecuador,Mexico,0,L,2,3,0,NA,Arlington,United States,TRUE,26.823529411764707,58.23529411764706,2,0
2019-06-09,Friendly,Paraguay,Guatemala,1,W,2,0,3,NA,Asunción,Paraguay,FALSE,27.375,61.875,1,0
2019-06-09,Friendly,Guatemala,Paraguay,-1,L,0,2,0,NA,Asunción,Paraguay,FALSE,27.4375,61.875,2,0
2010-06-20,FIFA World Cup,Slovakia,Paraguay,0,L,0,2,0,NA,Bloemfontein,South Africa,TRUE,25.76923076923077,76.15384615384616,3,0
2010-06-20,FIFA World Cup,Paraguay,Slovakia,0,W,2,0,3,NA,Bloemfontein,South Africa,TRUE,28.214285714285715,70.71428571428571,1,0
2019-06-09,Friendly,Peru,Colombia,1,L,0,3,0,NA,Lima,Peru,FALSE,26.75,59.6875,2,1
2019-06-09,Friendly,Colombia,Peru,-1,W,3,0,3,NA,Lima,Peru,FALSE,26.823529411764707,58.23529411764706,4,0
2019-06-09,Friendly,United States,Venezuela,1,L,0,3,0,NA,Cincinnati,United States,FALSE,25.1875,61.875,3,0
2019-06-09,Friendly,Venezuela,United States,-1,W,3,0,3,NA,Cincinnati,United States,FALSE,25.764705882352942,58.23529411764705,0,0
2019-06-09,UEFA Nations League,Switzerland,England,0,D,0,0,1,NA,Guimarães,Portugal,TRUE,25.066666666666666,88,1,0
2019-06-09,UEFA Nations League,England,Switzerland,0,D,0,0,1,NA,Guimarães,Portugal,TRUE,24.866666666666667,88,2,0
2019-06-09,UEFA Nations League,Portugal,Netherlands,1,W,1,0,3,NA,Porto,Portugal,FALSE,26.857142857142858,70.71428571428571,0,0
2019-06-09,UEFA Nations League,Netherlands,Portugal,-1,L,0,1,0,NA,Porto,Portugal,FALSE,25.785714285714285,70.71428571428571,2,0
2019-06-10,UEFA Euro qualification,Czech Republic,Montenegro,1,W,3,0,3,NA,Olomouc,Czech Republic,FALSE,26.785714285714285,70.71428571428572,3,0
2019-06-10,UEFA Euro qualification,Montenegro,Czech Republic,-1,L,0,3,0,NA,Olomouc,Czech Republic,FALSE,26.071428571428573,70.71428571428571,3,0
2019-06-10,UEFA Euro qualification,Bulgaria,Kosovo,1,L,2,3,0,NA,Sofia,Bulgaria,FALSE,28,70.71428571428572,1,0
2019-06-10,UEFA Euro qualification,Kosovo,Bulgaria,-1,W,3,2,3,NA,Sofia,Bulgaria,FALSE,23.928571428571427,70.71428571428572,1,0
2019-06-10,UEFA Euro qualification,Serbia,Lithuania,1,W,4,1,3,NA,Belgrade,Serbia,FALSE,26.142857142857142,70.71428571428571,1,0
2019-06-10,UEFA Euro qualification,Lithuania,Serbia,-1,L,1,4,0,NA,Belgrade,Serbia,FALSE,27.857142857142858,70.71428571428572,3,0
2019-06-10,UEFA Euro qualification,Ukraine,Luxembourg,1,W,1,0,3,NA,Lviv,Ukraine,FALSE,25.307692307692307,76.15384615384616,3,0
2019-06-10,UEFA Euro qualification,Luxembourg,Ukraine,-1,L,0,1,0,NA,Lviv,Ukraine,FALSE,25.46153846153846,76.15384615384616,4,0
2019-06-10,UEFA Euro qualification,Denmark,Georgia,1,W,5,1,3,NA,Copenhagen,Denmark,FALSE,26.642857142857142,70.71428571428571,0,0
2019-06-10,UEFA Euro qualification,Georgia,Denmark,-1,L,1,5,0,NA,Copenhagen,Denmark,FALSE,27.071428571428573,70.71428571428572,4,0
2019-06-10,UEFA Euro qualification,Faroe Islands,Norway,1,L,0,2,0,NA,Tórshavn,Faroe Islands,FALSE,27.5,70.71428571428571,2,0
2019-06-10,UEFA Euro qualification,Norway,Faroe Islands,-1,W,2,0,3,NA,Tórshavn,Faroe Islands,FALSE,25.928571428571427,70.71428571428572,0,0
2010-06-21,FIFA World Cup,Chile,Switzerland,0,W,1,0,3,NA,Port Elizabeth,South Africa,TRUE,24.857142857142858,70.71428571428571,6,0
2010-06-21,FIFA World Cup,Switzerland,Chile,0,L,0,1,0,NA,Port Elizabeth,South Africa,TRUE,26.928571428571427,70.71428571428571,3,0
2019-06-10,UEFA Euro qualification,Malta,Romania,1,L,0,4,0,NA,Attard,Malta,FALSE,28.142857142857142,70.71428571428571,1,0
2019-06-10,UEFA Euro qualification,Romania,Malta,-1,W,4,0,3,NA,Attard,Malta,FALSE,25.714285714285715,70,2,1
2019-06-10,UEFA Euro qualification,Spain,Sweden,1,W,3,0,3,NA,Madrid,Spain,FALSE,26.857142857142858,70.71428571428572,1,0
2019-06-10,UEFA Euro qualification,Sweden,Spain,-1,L,0,3,0,NA,Madrid,Spain,FALSE,27.428571428571427,70.71428571428572,0,0
2019-06-10,UEFA Euro qualification,Poland,Israel,1,W,4,0,3,NA,Warsaw,Poland,FALSE,27.214285714285715,70.71428571428571,1,0
2019-06-10,UEFA Euro qualification,Israel,Poland,-1,L,0,4,0,NA,Warsaw,Poland,FALSE,27.571428571428573,70.71428571428571,2,0
2019-06-10,UEFA Euro qualification,Latvia,Slovenia,1,L,0,5,0,NA,Riga,Latvia,FALSE,27,70.71428571428571,2,0
2019-06-10,UEFA Euro qualification,Slovenia,Latvia,-1,W,5,0,3,NA,Riga,Latvia,FALSE,26.5,70.71428571428572,1,0
2019-06-11,UEFA Euro qualification,Germany,Estonia,1,W,8,0,3,NA,Mainz,Germany,FALSE,25.428571428571427,70.71428571428571,0,0
2019-06-11,UEFA Euro qualification,Estonia,Germany,-1,L,0,8,0,NA,Mainz,Germany,FALSE,27.928571428571427,70.71428571428571,1,0
2019-06-11,UEFA Euro qualification,Belarus,Northern Ireland,1,L,0,1,0,NA,Borisov,Belarus,FALSE,29.142857142857142,70.71428571428571,1,0
2019-06-11,UEFA Euro qualification,Northern Ireland,Belarus,-1,W,1,0,3,NA,Borisov,Belarus,FALSE,27.428571428571427,70.71428571428571,4,0
2019-06-11,UEFA Euro qualification,Azerbaijan,Slovakia,1,L,1,5,0,NA,Baku,Azerbaijan,FALSE,25.785714285714285,70.71428571428571,1,0
2019-06-11,UEFA Euro qualification,Slovakia,Azerbaijan,-1,W,5,1,3,NA,Baku,Azerbaijan,FALSE,25.928571428571427,70.71428571428571,0,0
2019-06-11,UEFA Euro qualification,Hungary,Wales,1,W,1,0,3,NA,Budapest,Hungary,FALSE,27.142857142857142,70.71428571428571,3,0
2019-06-11,UEFA Euro qualification,Wales,Hungary,-1,L,0,1,0,NA,Budapest,Hungary,FALSE,25.714285714285715,70.71428571428572,3,0
2019-06-11,UEFA Euro qualification,Albania,Moldova,1,W,2,0,3,NA,Elbasan,Albania,FALSE,26.714285714285715,70.71428571428572,1,0
2019-06-11,UEFA Euro qualification,Moldova,Albania,-1,L,0,2,0,NA,Elbasan,Albania,FALSE,26.928571428571427,70.71428571428571,2,0
2019-06-11,UEFA Euro qualification,Andorra,France,1,L,0,4,0,NA,Andorra la Vella,Andorra,FALSE,28.142857142857142,70.71428571428572,1,0
2019-06-11,UEFA Euro qualification,France,Andorra,-1,W,4,0,3,NA,Andorra la Vella,Andorra,FALSE,25.785714285714285,70.71428571428571,2,0
2010-06-21,FIFA World Cup,Spain,Honduras,0,W,2,0,3,NA,Johannesburg,South Africa,TRUE,26.357142857142858,70.71428571428572,0,0
2010-06-21,FIFA World Cup,Honduras,Spain,0,L,0,2,0,NA,Johannesburg,South Africa,TRUE,27.642857142857142,70.71428571428572,2,0
2019-06-11,UEFA Euro qualification,Kazakhstan,San Marino,1,W,4,0,3,NA,Nur-Sultan,Kazakhstan,FALSE,26.142857142857142,70.71428571428572,2,0
2019-06-11,UEFA Euro qualification,San Marino,Kazakhstan,-1,L,0,4,0,NA,Nur-Sultan,Kazakhstan,FALSE,24.285714285714285,70.71428571428572,2,0
2019-06-11,UEFA Euro qualification,Belgium,Scotland,1,W,3,0,3,NA,Brussels,Belgium,FALSE,28.428571428571427,70.71428571428571,1,0
2019-06-11,UEFA Euro qualification,Scotland,Belgium,-1,L,0,3,0,NA,Brussels,Belgium,FALSE,26.23076923076923,76.15384615384616,1,0
2019-06-11,UEFA Euro qualification,Russia,Cyprus,1,W,1,0,3,NA,Nizhny Novgorod,Russia,FALSE,26.5,70.71428571428571,2,0
2019-06-11,UEFA Euro qualification,Cyprus,Russia,-1,L,0,1,0,NA,Nizhny Novgorod,Russia,FALSE,25.785714285714285,70.71428571428571,2,0
2019-06-11,UEFA Euro qualification,Liechtenstein,Finland,1,L,0,2,0,NA,Vaduz,Liechtenstein,FALSE,26.857142857142858,70.71428571428571,1,0
2019-06-11,UEFA Euro qualification,Finland,Liechtenstein,-1,W,2,0,3,NA,Vaduz,Liechtenstein,FALSE,26.142857142857142,70.71428571428572,0,0
2019-06-11,UEFA Euro qualification,Greece,Armenia,1,L,2,3,0,NA,Athens,Greece,FALSE,26.357142857142858,70.71428571428571,4,0
2019-06-11,UEFA Euro qualification,Armenia,Greece,-1,W,3,2,3,NA,Athens,Greece,FALSE,28,70.71428571428571,3,0
2019-06-11,Friendly,Algeria,Burundi,0,D,1,1,1,NA,Doha,Qatar,TRUE,26.5,61.875,1,0
2019-06-11,Friendly,Burundi,Algeria,0,D,1,1,1,NA,Doha,Qatar,TRUE,24.5,61.875,2,0
2019-06-11,Friendly,Croatia,Tunisia,1,L,1,2,0,NA,Varaždin,Croatia,FALSE,26.11764705882353,58.23529411764706,1,0
2019-06-11,Friendly,Tunisia,Croatia,-1,W,2,1,3,NA,Varaždin,Croatia,FALSE,25.9375,61.875,1,0
2019-06-11,Friendly,Jordan,Indonesia,1,W,4,1,3,NA,Amman,Jordan,FALSE,26.58823529411765,58.23529411764706,0,0
2019-06-11,Friendly,Indonesia,Jordan,-1,L,1,4,0,NA,Amman,Jordan,FALSE,27.11764705882353,58.23529411764706,2,0
2019-06-11,Friendly,Singapore,Myanmar,1,L,1,2,0,NA,Kallang,Singapore,FALSE,27.5625,61.875,0,0
2019-06-11,Friendly,Myanmar,Singapore,-1,W,2,1,3,NA,Kallang,Singapore,FALSE,24.58823529411765,58.23529411764705,4,0
2019-06-11,Friendly,Uzbekistan,Syria,1,W,2,0,3,NA,Tashkent,Uzbekistan,FALSE,26.176470588235293,58.23529411764706,0,0
2019-06-11,Friendly,Syria,Uzbekistan,-1,L,0,2,0,NA,Tashkent,Uzbekistan,FALSE,27.4,66,2,0
2010-06-22,FIFA World Cup,Greece,Argentina,0,L,0,2,0,NA,Polokwane,South Africa,TRUE,26.928571428571427,70.71428571428571,1,0
2010-06-22,FIFA World Cup,Argentina,Greece,0,W,2,0,3,NA,Polokwane,South Africa,TRUE,26.714285714285715,70.71428571428571,1,0
2019-06-13,Friendly,Egypt,Tanzania,1,W,1,0,3,NA,Alexandria,Egypt,FALSE,28.529411764705884,58.23529411764706,2,0
2019-06-13,Friendly,Tanzania,Egypt,-1,L,0,1,0,NA,Alexandria,Egypt,FALSE,25.714285714285715,70.71428571428572,4,0
2019-06-14,Friendly,Cameroon,Mali,0,D,1,1,1,NA,Al Wakrah,Qatar,TRUE,26.235294117647058,58.23529411764706,2,0
2019-06-14,Friendly,Mali,Cameroon,0,D,1,1,1,NA,Al Wakrah,Qatar,TRUE,23.88235294117647,58.23529411764706,1,0
2019-06-14,Copa América,Brazil,Bolivia,1,W,3,0,3,3.2,São Paulo,Brazil,FALSE,27.714285714285715,70.71428571428571,1,0
2019-06-14,Copa América,Bolivia,Brazil,-1,L,0,3,0,0.3,São Paulo,Brazil,FALSE,26.428571428571427,70.71428571428571,1,0
2019-06-15,Copa América,Venezuela,Peru,0,D,0,0,1,1.1,Porto Alegre,Brazil,TRUE,24.785714285714285,69.57142857142857,3,1
2019-06-15,Copa América,Peru,Venezuela,0,D,0,0,1,1.7,Porto Alegre,Brazil,TRUE,27.642857142857142,70.71428571428571,2,0
2019-06-15,Copa América,Argentina,Colombia,0,L,0,2,0,0.9,Salvador,Brazil,TRUE,27.928571428571427,70.71428571428572,3,0
2019-06-15,Copa América,Colombia,Argentina,0,W,2,0,3,1,Salvador,Brazil,TRUE,27.214285714285715,70.71428571428571,4,0
2019-06-15,Gold Cup,Canada,Martinique,0,W,4,0,3,NA,Los Angeles,United States,TRUE,25.071428571428573,70.71428571428572,1,0
2019-06-15,Gold Cup,Martinique,Canada,0,L,0,4,0,NA,Los Angeles,United States,TRUE,28.642857142857142,70.71428571428572,1,0
2019-06-15,Gold Cup,Mexico,Cuba,0,W,7,0,3,NA,Los Angeles,United States,TRUE,25.142857142857142,70.71428571428572,0,0
2019-06-15,Gold Cup,Cuba,Mexico,0,L,0,7,0,NA,Los Angeles,United States,TRUE,24.214285714285715,70.71428571428571,1,0
2019-06-15,Friendly,Indonesia,Vanuatu,1,W,6,0,3,NA,Jakarta,Indonesia,FALSE,26.58823529411765,58.23529411764706,1,0
2019-06-15,Friendly,Vanuatu,Indonesia,-1,L,0,6,0,NA,Jakarta,Indonesia,FALSE,23.5,61.875,1,0
2019-06-16,Copa América,Paraguay,Qatar,0,D,2,2,1,1.2,Rio de Janeiro,Brazil,TRUE,27.214285714285715,70.71428571428572,2,0
2019-06-16,Copa América,Qatar,Paraguay,0,D,2,2,1,2.2,Rio de Janeiro,Brazil,TRUE,25.166666666666668,82.5,4,0
2019-06-16,Copa América,Uruguay,Ecuador,0,W,4,0,3,2.4,Belo Horizonte,Brazil,TRUE,27.142857142857142,70.71428571428572,2,0
2019-06-16,Copa América,Ecuador,Uruguay,0,L,0,4,0,0.4,Belo Horizonte,Brazil,TRUE,28,71,0,1
2010-06-22,FIFA World Cup,Mexico,Uruguay,0,L,0,1,0,NA,Rustenburg,South Africa,TRUE,28.357142857142858,70.71428571428572,2,0
2010-06-22,FIFA World Cup,Uruguay,Mexico,0,W,1,0,3,NA,Rustenburg,South Africa,TRUE,26.76923076923077,76.15384615384616,1,0
2019-06-16,Gold Cup,Haiti,Bermuda,0,W,2,1,3,NA,San José,Jamaica,TRUE,25.571428571428573,70.71428571428571,1,0
2019-06-16,Gold Cup,Bermuda,Haiti,0,L,1,2,0,NA,San José,Jamaica,TRUE,24.5,70.71428571428572,1,0
2019-06-16,Gold Cup,Costa Rica,Nicaragua,0,W,4,0,3,NA,San José,Jamaica,TRUE,28.785714285714285,70.71428571428572,1,0
2019-06-16,Gold Cup,Nicaragua,Costa Rica,0,L,0,4,0,NA,San José,Jamaica,TRUE,27.785714285714285,70.71428571428571,1,0
2019-06-16,Friendly,Algeria,Mali,0,W,3,2,3,NA,Doha,Qatar,TRUE,27.066666666666666,66,1,0
2019-06-16,Friendly,Mali,Algeria,0,L,2,3,0,NA,Doha,Qatar,TRUE,24.58823529411765,58.23529411764706,2,0
2019-06-16,Friendly,Egypt,Guinea,1,W,3,1,3,NA,Alexandria,Egypt,FALSE,27.529411764705884,58.23529411764706,1,0
2019-06-16,Friendly,Guinea,Egypt,-1,L,1,3,0,NA,Alexandria,Egypt,FALSE,26.733333333333334,66,3,0
2019-06-16,Friendly,Morocco,Zambia,1,L,2,3,0,NA,Marrakech,Morocco,FALSE,28.058823529411764,58.23529411764705,2,0
2019-06-16,Friendly,Zambia,Morocco,-1,W,3,2,3,NA,Marrakech,Morocco,FALSE,23.133333333333333,66,3,0
2019-06-17,Copa América,Japan,Chile,0,L,0,4,0,2.2,São Paulo,Brazil,TRUE,22.142857142857142,70.71428571428572,2,0
2019-06-17,Copa América,Chile,Japan,0,W,4,0,3,1.7,São Paulo,Brazil,TRUE,30.285714285714285,70.71428571428571,1,0
2019-06-17,Gold Cup,Curaçao,El Salvador,0,L,0,1,0,NA,Kingston,Jamaica,TRUE,25.928571428571427,70.71428571428571,3,0
2019-06-17,Gold Cup,El Salvador,Curaçao,0,W,1,0,3,NA,Kingston,Jamaica,TRUE,27.357142857142858,70.71428571428571,1,0
2019-06-17,Gold Cup,Jamaica,Honduras,1,W,3,2,3,NA,Kingston,Jamaica,FALSE,25.357142857142858,70.71428571428572,0,0
2019-06-17,Gold Cup,Honduras,Jamaica,-1,L,2,3,0,NA,Kingston,Jamaica,FALSE,27.571428571428573,70.71428571428572,1,0
2019-06-17,Friendly,Tunisia,Burundi,1,W,2,1,3,NA,Radès,Tunisia,FALSE,24.823529411764707,58.23529411764706,1,0
2019-06-17,Friendly,Burundi,Tunisia,-1,L,1,2,0,NA,Radès,Tunisia,FALSE,24.076923076923077,76.15384615384616,3,0
2019-06-18,Copa América,Bolivia,Peru,0,L,1,3,0,1.4,Rio de Janeiro,Brazil,TRUE,26.642857142857142,70.71428571428571,3,0
2019-06-18,Copa América,Peru,Bolivia,0,W,3,1,3,2.5,Rio de Janeiro,Brazil,TRUE,27.357142857142858,70.71428571428571,2,0
2010-06-23,FIFA World Cup,Australia,Serbia,0,W,2,1,3,NA,Nelspruit,South Africa,TRUE,29.428571428571427,70.71428571428571,3,0
2010-06-23,FIFA World Cup,Serbia,Australia,0,L,1,2,0,NA,Nelspruit,South Africa,TRUE,26.428571428571427,70.71428571428572,2,0
2019-06-18,Copa América,Brazil,Venezuela,1,D,0,0,1,1.4,Salvador,Brazil,FALSE,27.142857142857142,70.71428571428571,1,0
2019-06-18,Copa América,Venezuela,Brazil,-1,D,0,0,1,0.2,Salvador,Brazil,FALSE,25.285714285714285,70.71428571428571,2,0
2019-06-18,Gold Cup,United States,Guyana,1,W,4,0,3,NA,Saint Paul,United States,FALSE,24.785714285714285,70.71428571428572,0,0
2019-06-18,Gold Cup,Guyana,United States,-1,L,0,4,0,NA,Saint Paul,United States,FALSE,25.785714285714285,70.71428571428571,0,0
2019-06-19,Copa América,Colombia,Qatar,0,W,1,0,3,3.2,São Paulo,Brazil,TRUE,27,70.71428571428571,1,0
2019-06-19,Copa América,Qatar,Colombia,0,L,0,1,0,0.3,São Paulo,Brazil,TRUE,25,76.15384615384616,4,0
2019-06-19,Copa América,Argentina,Paraguay,0,D,1,1,1,1.6,Belo Horizonte,Brazil,TRUE,28,70.71428571428572,3,0
2019-06-19,Copa América,Paraguay,Argentina,0,D,1,1,1,1.4,Belo Horizonte,Brazil,TRUE,26.285714285714285,70.71428571428571,3,0
2019-06-19,Gold Cup,Cuba,Martinique,0,L,0,3,0,NA,Denver,United States,TRUE,23.714285714285715,69.92857142857143,5,1
2019-06-19,Gold Cup,Martinique,Cuba,0,W,3,0,3,NA,Denver,United States,TRUE,28.214285714285715,70.71428571428571,3,0
2019-06-19,Gold Cup,Mexico,Canada,0,W,3,1,3,NA,Denver,United States,TRUE,26.285714285714285,70.71428571428571,0,0
2019-06-19,Gold Cup,Canada,Mexico,0,L,1,3,0,NA,Denver,United States,TRUE,25.714285714285715,70.71428571428571,1,0
2019-06-20,Copa América,Uruguay,Japan,0,D,2,2,1,3.3,Porto Alegre,Brazil,TRUE,27,70.71428571428571,0,0
2019-06-20,Copa América,Japan,Uruguay,0,D,2,2,1,1.2,Porto Alegre,Brazil,TRUE,23.428571428571427,70.71428571428571,2,0
2019-06-20,Gold Cup,Nicaragua,Haiti,0,L,0,2,0,NA,Frisco,United States,TRUE,27.928571428571427,70.71428571428572,2,0
2019-06-20,Gold Cup,Haiti,Nicaragua,0,W,2,0,3,NA,Frisco,United States,TRUE,24.714285714285715,70.71428571428571,4,0
2019-06-20,Gold Cup,Costa Rica,Bermuda,0,W,2,1,3,NA,Frisco,United States,TRUE,28.785714285714285,70.71428571428571,2,0
2019-06-20,Gold Cup,Bermuda,Costa Rica,0,L,1,2,0,NA,Frisco,United States,TRUE,24.642857142857142,70.71428571428572,2,0
2019-06-21,Copa América,Ecuador,Chile,0,L,1,2,0,1,Salvador,Brazil,TRUE,27.428571428571427,70.57142857142857,5,1
2019-06-21,Copa América,Chile,Ecuador,0,W,2,1,3,0.5,Salvador,Brazil,TRUE,30.142857142857142,70.71428571428571,4,0
2010-06-23,FIFA World Cup,Ghana,Germany,0,L,0,1,0,NA,Johannesburg,South Africa,TRUE,24.857142857142858,70.71428571428571,1,0
2010-06-23,FIFA World Cup,Germany,Ghana,0,W,1,0,3,NA,Johannesburg,South Africa,TRUE,24.285714285714285,70.71428571428571,1,0
2019-06-21,Gold Cup,El Salvador,Jamaica,0,D,0,0,1,NA,Houston,United States,TRUE,27.571428571428573,70.71428571428572,3,0
2019-06-21,Gold Cup,Jamaica,El Salvador,0,D,0,0,1,NA,Houston,United States,TRUE,25.857142857142858,70.71428571428571,3,0
2019-06-21,Gold Cup,Honduras,Curaçao,0,L,0,1,0,NA,Houston,United States,TRUE,26.785714285714285,70.71428571428571,0,0
2019-06-21,Gold Cup,Curaçao,Honduras,0,W,1,0,3,NA,Houston,United States,TRUE,26.571428571428573,70.71428571428571,0,0
2019-06-22,Copa América,Bolivia,Venezuela,0,L,1,3,0,0.5,Belo Horizonte,Brazil,TRUE,26.071428571428573,70.71428571428571,2,0
2019-06-22,Copa América,Venezuela,Bolivia,0,W,3,1,3,2.1,Belo Horizonte,Brazil,TRUE,25.071428571428573,70.71428571428572,0,0
2019-06-22,Gold Cup,Guyana,Panama,0,L,2,4,0,NA,Cleveland,United States,TRUE,25.071428571428573,70.71428571428571,3,0
2019-06-22,Gold Cup,Panama,Guyana,0,W,4,2,3,NA,Cleveland,United States,TRUE,27.357142857142858,70.71428571428572,1,0
2019-06-23,Copa América,Colombia,Paraguay,0,W,1,0,3,0.9,Salvador,Brazil,TRUE,26.5,70.71428571428572,2,0
2019-06-23,Copa América,Paraguay,Colombia,0,L,0,1,0,0.8,Salvador,Brazil,TRUE,26.642857142857142,70.71428571428571,1,0
2019-06-23,Copa América,Qatar,Argentina,0,L,0,2,0,0.2,Porto Alegre,Brazil,TRUE,25.615384615384617,76.15384615384616,3,0
2019-06-23,Copa América,Argentina,Qatar,0,W,2,0,3,2,Porto Alegre,Brazil,TRUE,26.428571428571427,70.71428571428571,2,0
2019-06-23,Gold Cup,Canada,Cuba,0,W,7,0,3,NA,Charlotte,United States,TRUE,24.357142857142858,70.71428571428572,1,0
2019-06-23,Gold Cup,Cuba,Canada,0,L,0,7,0,NA,Charlotte,United States,TRUE,23.857142857142858,70.71428571428572,3,0
2019-06-23,Gold Cup,Martinique,Mexico,0,L,2,3,0,NA,Charlotte,United States,TRUE,29.142857142857142,70.71428571428571,3,0
2019-06-23,Gold Cup,Mexico,Martinique,0,W,3,2,3,NA,Charlotte,United States,TRUE,25.214285714285715,70.71428571428572,1,0
2019-06-24,Copa América,Chile,Uruguay,0,L,0,1,0,1,Rio de Janeiro,Brazil,TRUE,28.571428571428573,70.71428571428572,0,0
2019-06-24,Copa América,Uruguay,Chile,0,W,1,0,3,0.9,Rio de Janeiro,Brazil,TRUE,27.285714285714285,70.71428571428572,1,0
2019-06-24,Copa América,Ecuador,Japan,0,D,1,1,1,1.7,Belo Horizonte,Brazil,TRUE,26.857142857142858,70.71428571428571,3,0
2019-06-24,Copa América,Japan,Ecuador,0,D,1,1,1,1.6,Belo Horizonte,Brazil,TRUE,23.5,70.71428571428571,1,0
1998-06-11,FIFA World Cup,Cameroon,Austria,0,D,1,1,1,NA,Toulouse,France,TRUE,23.642857142857142,70.71428571428571,1,0
1998-06-11,FIFA World Cup,Austria,Cameroon,0,D,1,1,1,NA,Toulouse,France,TRUE,29.571428571428573,70.71428571428571,1,0
1998-06-20,FIFA World Cup,Belgium,Mexico,0,D,2,2,1,NA,Bordeaux,France,TRUE,29.785714285714285,68.07142857142857,1,1
1998-06-20,FIFA World Cup,Mexico,Belgium,0,D,2,2,1,NA,Bordeaux,France,TRUE,26.642857142857142,66.21428571428572,2,1
2010-06-23,FIFA World Cup,Slovenia,England,0,L,0,1,0,NA,Port Elizabeth,South Africa,TRUE,26.153846153846153,76.15384615384616,3,0
2010-06-23,FIFA World Cup,England,Slovenia,0,W,1,0,3,NA,Port Elizabeth,South Africa,TRUE,29.153846153846153,76.15384615384616,1,0
2019-06-24,Gold Cup,Bermuda,Nicaragua,0,W,2,0,3,NA,New Jersey,United States,TRUE,25.428571428571427,70.71428571428572,1,0
2019-06-24,Gold Cup,Nicaragua,Bermuda,0,L,0,2,0,NA,New Jersey,United States,TRUE,27.214285714285715,70.71428571428572,2,0
2019-06-24,Gold Cup,Haiti,Costa Rica,0,W,2,1,3,NA,New Jersey,United States,TRUE,24.642857142857142,70.71428571428571,1,0
2019-06-24,Gold Cup,Costa Rica,Haiti,0,L,1,2,0,NA,New Jersey,United States,TRUE,27.714285714285715,70.71428571428572,2,0
2019-06-25,Gold Cup,Jamaica,Curaçao,0,D,1,1,1,NA,Los Angeles,United States,TRUE,25.785714285714285,70.71428571428571,0,0
2019-06-25,Gold Cup,Curaçao,Jamaica,0,D,1,1,1,NA,Los Angeles,United States,TRUE,26.142857142857142,70.71428571428572,1,0
2019-06-25,Gold Cup,Honduras,El Salvador,0,W,4,0,3,NA,Los Angeles,United States,TRUE,26.857142857142858,70.71428571428571,1,0
2019-06-25,Gold Cup,El Salvador,Honduras,0,L,0,4,0,NA,Los Angeles,United States,TRUE,27.428571428571427,70.71428571428571,1,0
2019-06-27,Copa América,Brazil,Paraguay,1,D,0,0,1,1.7,Porto Alegre,Brazil,FALSE,27.285714285714285,94.28571428571429,3,0
2019-06-27,Copa América,Paraguay,Brazil,-1,D,0,0,1,0.4,Porto Alegre,Brazil,FALSE,26.714285714285715,89.78571428571429,3,1
2019-06-28,Copa América,Colombia,Chile,0,D,0,0,1,0.3,São Paulo,Brazil,TRUE,27,94.28571428571429,3,0
2019-06-28,Copa América,Chile,Colombia,0,D,0,0,1,0.8,São Paulo,Brazil,TRUE,30.166666666666668,110,2,0
2019-06-28,Copa América,Venezuela,Argentina,0,L,0,2,0,0.7,Rio de Janeiro,Brazil,TRUE,25.571428571428573,70.71428571428572,4,0
2019-06-28,Copa América,Argentina,Venezuela,0,W,2,0,3,2.4,Rio de Janeiro,Brazil,TRUE,26.928571428571427,70.71428571428571,2,0
2019-06-29,Copa América,Uruguay,Peru,0,D,0,0,1,1.3,Salvador,Brazil,TRUE,27.307692307692307,101.53846153846153,2,0
2019-06-29,Copa América,Peru,Uruguay,0,D,0,0,1,0.1,Salvador,Brazil,TRUE,27.46153846153846,101.53846153846153,2,0
2019-06-29,Gold Cup,Haiti,Canada,0,W,3,2,3,NA,Houston,United States,TRUE,25.142857142857142,70.71428571428571,1,0
